1934,Reebok model 2,38.63,4,309,37
1935,Nike model 1,5.44,34,323,3400
1936,Roll Out model 3,325.44,128,8,834
1937,Skip Shot model 1,7.89,185,155,813
1938,Wilson model 2,28.16,194,175,1858
1939,Santa Anne Company model 4,0883.59,161,340,934
1940,Z-Ball model 1,1.16,116,305,3889
1941,Bubble Face model 4,0828.55,97,49,2377
1942,Reebok model 3,564.04,160,98,958
1943,Reebok model 4,0148.57,60,309,2564
1944,Z-Ball model 1,3.05,143,63,2435
1945,Santa Anne Company model 2,45.07,198,390,1884
1946,Reebok model 3,503.75,118,76,3506
1947,Skip Shot model 3,251.39,185,366,2298
1948,Reebok model 3,776.88,134,223,1446
1949,CourtPlay model 1,1.66,84,242,3516
1950,Bubble Face model 3,424.20,15,164,1812
1951,Wilson model 1,3.96,53,373,3238
1952,Beefcake model 4,6034.99,86,230,344
1953,Roll Out model 2,07.82,173,68,2839
1954,Santa Anne Company model 4,9778.81,198,400,1492
1955,CourtPlay model 3,282.78,39,124,344
1956,Ektelon model 4,5221.16,178,267,725
1957,Roll Out model 4,7628.32,63,145,3884
1958,Johnson model 2,10.83,19,183,2685
1959,Spalding model 1,8.12,182,283,476
1960,Beefcake model 2,20.12,86,345,2328
1961,Genesis model 1,4.33,147,167,3138
1962,Marty Hogan model 2,00.02,11,102,3588
1963,Roll Out model 2,58.64,67,343,3102
1964,E-Force model 1,1.58,165,330,2357
1965,Santa Anne Company model 2,30.36,132,332,1059
1966,Swain model 3,990.66,10,57,762
1967,Reebok model 3,766.30,118,340,1605
1968,Skip Shot model 1,3.74,156,220,2621
1969,Bubble Face model 3,577.62,97,59,3808
1970,Nelson model 4,4220.40,62,178,233
1971,Reebok model 4,4757.17,134,72,3908
1972,Johnson model 1,1.73,131,364,612
1973,Bubble Face model 4,9274.95,54,355,2061
1974,Head model 2,07.04,33,135,951
1975,Marty Hogan model 3,0.00,0,0,976
1976,Spalding model 2,85.32,113,20,1301
1977,Gemini model 3,438.49,176,248,3393
1978,Johnson model 1,2.29,19,313,1858
1979,Ektelon model 4,0385.42,50,89,2993
1980,Beefcake model 4,5805.77,108,87,2116
1981,Gosen model 3,569.96,135,365,2767
1982,Swain model 3,0.00,0,0,3403
1983,Reebok model 2,35.26,60,316,3603
1984,Beefcake model 3,300.55,86,127,3466
1985,Skip Shot model 3,958.10,9,267,3384
1986,Pro Kennex model 1,3.27,109,165,3893
1987,Ektelon model 4,4338.26,88,79,2451
1988,Santa Anne Company model 4,2776.47,198,294,2640
1989,Genesis model 2,82.58,147,265,3585
1990,Gosen model 3,282.36,135,59,2590
1991,Swain model 2,61.69,170,288,2904
1992,Nike model 3,975.47,190,242,2780
1993,Wilson model 4,8425.77,7,61,1373
1994,Wilson model 4,0889.88,53,205,1851
1995,Gosen model 2,91.68,106,212,367
1996,Skip Shot model 2,50.15,185,170,1540
1997,Bubble Face model 4,6172.23,49,372,1931
1998,Roll Out model 1,8.37,63,144,3982
1999,Z-Ball model 3,927.84,40,293,1329
2000,Bubble Face model 4,7976.28,15,208,2299
2001,Nelson model 1,0.59,144,323,2
2002,Reebok model 3,407.54,192,214,1732
2003,Santa Anne Company model 4,2813.72,14,78,87
2004,Nelson model 1,9.46,71,196,229
2005,Santa Anne Company model 2,60.52,6,15,116
2006,Reebok model 3,096.49,160,331,3429
2007,Bubble Face model 4,1167.70,15,353,638
2008,Z-Ball model 2,49.98,26,376,565
2009,Ellis model 4,3423.02,85,175,3340
2010,Skip Shot model 4,6457.35,110,156,1671
2011,CourtPlay model 2,25.33,169,31,3198
2012,Bubble Face model 4,3832.83,15,108,1844
2013,Spalding model 4,9847.74,182,156,3187
2014,Pinch model 3,555.83,44,211,3191
2015,Pinch model 1,6.41,121,93,3864
2016,Nike model 3,559.28,190,21,2932
2017,Ellis model 2,96.79,91,380,621
2018,Johnson model 4,3489.30,115,72,1144
2019,Z-Ball model 1,7.19,57,31,3430
2020,Genesis model 3,252.12,183,291,1142
2021,Ektelon model 4,5167.17,88,203,1968
2022,Swain model 4,0.00,0,0,1513
2023,Beefcake model 1,0.97,86,73,3014
2024,Bubble Face model 3,253.08,54,384,3188
2025,Head model 1,8.49,146,213,3233
2026,Santa Anne Company model 3,974.95,125,237,133
2027,Wilson model 1,0.64,53,259,1953
2028,Bubble Face model 3,599.25,97,357,3442
2029,Roll Out model 1,6.84,99,282,1736
2030,Marty Hogan model 3,417.16,73,184,297
2031,Z-Ball model 2,81.30,157,162,2298
2032,Beefcake model 2,0.00,0,0,1616
2033,Nike model 4,8512.88,22,296,2783
2034,Spalding model 3,278.00,61,2,3186
2035,Nike model 4,3931.81,22,293,200
2036,Ektelon model 4,9240.09,112,170,1921
2037,Santa Anne Company model 2,86.33,161,258,3680
2038,CourtPlay model 4,0657.15,43,204,3809
2039,Head model 2,46.65,191,340,1959
2040,CourtPlay model 2,61.28,20,120,140
2041,Spalding model 1,7.33,184,235,1006
2042,First USA model 1,2.15,87,346,161
2043,Marty Hogan model 2,87.41,93,115,3574
2044,Pro Kennex model 1,2.60,186,250,2237
2045,Pro Kennex model 2,92.59,76,365,2942
2046,Roll Out model 1,5.83,128,290,1736
2047,Pro Kennex model 4,4116.69,46,109,2655
2048,Nike model 1,0.00,0,0,3047
2049,Pinch model 4,8834.50,117,207,1726
2050,Bubble Face model 3,533.47,15,85,3584
2051,First USA model 4,4527.93,138,260,3449
2052,E-Force model 3,552.50,35,24,1302
2053,Head model 2,81.85,52,311,771
2054,CourtPlay model 2,34.54,84,289,920
2055,Z-Ball model 4,3804.70,57,367,1266
2056,Head model 4,6847.90,149,336,690
2057,Beefcake model 4,5462.25,86,220,852
2058,Ellis model 3,760.67,188,179,3281
2059,Marty Hogan model 4,4339.63,65,3,596
2060,Wilson model 2,80.08,7,197,3549
2061,Reebok model 1,3.75,160,331,3382
2062,Beefcake model 1,9.88,45,389,1285
2063,Roll Out model 2,58.40,99,181,2910
2064,Genesis model 1,8.68,175,260,806
2065,Pro Kennex model 4,1928.08,109,55,1179
2066,Bubble Face model 3,877.62,97,151,1711
2067,Ellis model 4,1531.97,42,254,1765
2068,Wilson model 2,87.11,53,354,410
2069,Johnson model 3,325.71,115,399,89
2070,Genesis model 2,96.38,147,360,215
2071,E-Force model 4,8358.07,165,266,285
2072,Pro Kennex model 3,314.11,196,270,1108
2073,Spalding model 2,43.24,150,134,1800
2074,Pinch model 3,972.59,133,317,2376
2075,First USA model 2,32.64,153,397,2892
2076,Spalding model 1,7.05,100,164,978
2077,Nike model 2,37.32,103,184,1026
2078,Reebok model 2,83.99,192,3,3061
2079,Santa Anne Company model 2,0.00,0,0,2029
2080,E-Force model 4,1326.76,177,398,1672
2081,Roll Out model 4,3311.31,3,252,649
2082,Swain model 3,594.83,154,83,2678
2083,Spalding model 2,59.83,8,20,592
2084,Gosen model 3,815.49,59,356,1658
2085,Swain model 1,2.14,170,164,1329
2086,Pro Kennex model 4,5146.22,76,179,3546
2087,Pinch model 3,0.00,0,0,1963
2088,Swain model 2,44.83,189,34,12
2089,Z-Ball model 4,2498.13,116,37,3365
2090,Skip Shot model 3,109.33,156,108,1786
2091,Wilson model 3,566.38,51,69,174
2092,Nike model 3,899.18,190,340,2369
2093,Marty Hogan model 4,6076.00,93,297,1978
2094,Bubble Face model 3,434.09,139,27,2922
2095,Beefcake model 1,7.14,48,190,1873
2096,Ellis model 2,82.83,91,93,100
2097,Marty Hogan model 1,1.71,11,341,587
2098,Marty Hogan model 4,5171.36,11,163,1978
2099,Skip Shot model 3,493.03,89,186,81
2100,Z-Ball model 2,00.34,143,132,1581
2101,Nelson model 4,0.00,0,0,2809
2102,Ellis model 1,1.77,80,201,1456
2103,Bubble Face model 4,1904.17,15,197,812
2104,Marty Hogan model 3,841.40,174,65,3569
2105,E-Force model 4,4815.54,180,82,2991
2106,Nike model 2,83.09,103,335,79
2107,Santa Anne Company model 2,86.05,198,400,2710
2108,CourtPlay model 3,287.16,20,342,470
2109,Skip Shot model 4,7442.55,185,276,12
2110,Ellis model 2,73.06,16,2,324
2111,Ektelon model 2,05.15,112,287,3348
2112,Swain model 3,880.44,41,151,42
2113,Pinch model 4,2228.14,117,225,322
2114,Skip Shot model 3,892.29,110,134,310
2115,Reebok model 2,35.53,118,329,2762
2116,Skip Shot model 2,18.46,124,186,3340
2117,Roll Out model 2,93.56,3,347,3667
2118,First USA model 1,4.07,64,135,3649
2119,Ellis model 3,657.00,37,386,3745
2120,Santa Anne Company model 2,88.07,119,66,939
2121,Pinch model 4,2067.77,117,224,2105
2122,Wilson model 4,8014.12,194,316,920
2123,First USA model 1,5.48,64,160,417
2124,CourtPlay model 2,66.27,18,250,445
2125,Bubble Face model 3,735.86,15,85,11
2126,Wilson model 3,089.32,51,1,294
2127,Bubble Face model 1,2.70,66,121,3936
2128,Gosen model 4,0802.46,123,102,3620
2129,Ektelon model 3,636.10,178,335,350
2130,Swain model 1,6.84,154,163,1594
2131,Reebok model 4,1742.38,4,364,1019
2132,Swain model 4,4443.44,17,169,2599
2133,Marty Hogan model 3,457.30,174,293,2858
2134,Gosen model 2,29.09,106,342,114
2135,E-Force model 1,3.48,83,63,2282
2136,Ektelon model 4,6203.51,88,79,3687
2137,Bubble Face model 1,9.47,139,248,1442
2138,Genesis model 1,0.00,0,0,10
2139,Nike model 2,63.25,103,20,2973
2140,Nike model 1,0.00,0,0,3047
2141,Johnson model 1,4.52,131,308,3488
2142,Gosen model 1,6.75,21,307,3597
2143,Roll Out model 1,3.65,5,82,567
2144,Skip Shot model 4,6024.03,185,36,3427
2145,Genesis model 2,70.56,183,299,3766
2146,Roll Out model 4,6965.08,128,290,1681
2147,Beefcake model 2,98.58,108,209,2300
2148,Skip Shot model 1,3.95,110,205,3555
2149,Beefcake model 2,34.23,56,308,158
2150,Johnson model 4,1254.51,115,311,1873
2151,Roll Out model 1,6.90,164,253,1804
2152,Head model 1,5.77,122,341,1994
2153,Spalding model 1,2.02,1,325,2932
2154,CourtPlay model 4,9561.58,84,61,3959
2155,Skip Shot model 3,946.43,110,156,295
2156,Gosen model 3,580.75,59,284,2070
2157,Johnson model 1,8.65,19,209,3639
2158,Skip Shot model 2,18.25,124,295,1334
2159,Santa Anne Company model 3,234.49,14,78,2480
2160,Swain model 1,7.17,10,198,3996
2161,Wilson model 4,2026.77,129,115,3055
2162,Santa Anne Company model 2,63.70,198,136,1478
2163,Z-Ball model 1,2.93,116,145,1401
2164,Nike model 2,52.82,190,171,19
2165,Bubble Face model 3,875.58,97,294,612
2166,Wilson model 1,9.96,75,184,259
2167,Wilson model 4,5232.02,129,51,725
2168,Wilson model 1,7.80,75,194,1191
2169,Nike model 3,199.64,141,255,3902
2170,Nike model 1,4.84,141,279,994
2171,Pro Kennex model 3,152.40,46,331,3761
2172,Ellis model 3,937.67,80,199,1792
2173,Bubble Face model 2,00.69,142,3,2642
2174,Ellis model 4,2908.81,37,17,174
2175,Pinch model 4,0.00,0,0,1963
2176,Nelson model 3,497.23,71,206,2666
2177,Ellis model 3,600.73,16,370,58
2178,Genesis model 4,3240.18,175,38,2379
2179,Swain model 2,44.86,41,239,983
2180,Johnson model 1,5.98,131,398,340
2181,Z-Ball model 2,09.82,116,103,577
2182,First USA model 3,652.41,153,332,647
2183,Reebok model 4,1526.63,68,262,1049
2184,Nelson model 3,467.58,137,288,1644
2185,Pro Kennex model 4,0255.15,36,235,3170
2186,Wilson model 1,2.64,163,200,3562
2187,CourtPlay model 2,78.57,169,289,1011
2188,Skip Shot model 2,23.52,27,361,1011
2189,Spalding model 4,3550.71,1,196,1123
2190,Wilson model 4,4777.48,53,399,3726
2191,Nelson model 1,2.19,137,385,701
2192,Johnson model 3,188.97,115,241,3660
2193,Ellis model 2,05.49,80,269,3769
2194,Santa Anne Company model 2,61.06,119,141,2644
2195,Nike model 2,0.00,0,0,3047
2196,Gemini model 1,5.34,55,211,1306
2197,Marty Hogan model 4,0544.83,73,46,2840
2198,Bubble Face model 2,80.12,97,15,2976
2199,Roll Out model 1,7.46,3,97,920
2200,Genesis model 2,52.19,175,353,1209
2201,Roll Out model 1,6.78,99,124,57
2202,Roll Out model 2,93.79,162,39,754
2203,Pinch model 3,561.12,179,387,3105
2204,Pinch model 4,0456.47,32,349,3451
2205,Z-Ball model 1,3.93,29,76,3887
2206,Johnson model 2,82.24,200,43,2606
2207,Reebok model 3,271.09,118,193,1319
2208,Wilson model 3,491.98,155,229,2621
2209,Marty Hogan model 1,8.29,174,86,3365
2210,Nike model 2,59.65,23,259,1913
2211,Ektelon model 4,3654.69,50,181,3884
2212,Roll Out model 1,7.12,128,376,2764
2213,Pro Kennex model 2,95.49,46,252,1320
2214,Pinch model 3,310.41,117,380,556
2215,Z-Ball model 2,43.21,29,349,206
2216,Bubble Face model 4,5255.54,2,58,1633
2217,Gosen model 1,5.67,111,132,2560
2218,Nelson model 2,64.81,136,262,1934
2219,Ektelon model 1,3.48,112,354,2693
2220,Skip Shot model 1,6.96,89,9,662
2221,Skip Shot model 4,3914.03,110,32,1960
2222,Reebok model 4,1048.66,160,389,2402
2223,Roll Out model 2,81.11,78,344,658
2224,Marty Hogan model 2,95.05,174,297,136
2225,Roll Out model 2,06.22,128,70,2619
2226,Bubble Face model 2,50.42,97,166,837
2227,Ellis model 4,4780.37,42,193,1913
2228,Swain model 3,615.95,189,131,3896
2229,Swain model 3,715.16,17,358,2871
2230,Pro Kennex model 4,7388.10,76,12,746
2231,Skip Shot model 3,008.18,152,345,3019
2232,Pinch model 1,7.08,12,265,2445
2233,Johnson model 2,01.87,19,313,3756
2234,Skip Shot model 3,884.23,124,261,772
2235,Nelson model 4,3763.26,71,310,1788
2236,Bubble Face model 2,41.29,24,295,372
2237,CourtPlay model 2,70.58,39,350,2
2238,Marty Hogan model 4,4715.94,11,6,1088
2239,Bubble Face model 1,1.76,2,246,3248
2240,Reebok model 3,384.62,160,331,1309
2241,Bubble Face model 4,3845.67,97,329,2238
2242,Reebok model 3,302.96,118,232,1133
2243,Marty Hogan model 1,1.26,65,222,1913
2244,E-Force model 3,893.75,81,349,156
2245,Johnson model 1,5.27,200,99,3035
2246,Reebok model 3,677.21,134,71,2080
2247,Nelson model 4,9329.98,136,55,3490
2248,Swain model 3,424.90,170,255,261
2249,CourtPlay model 2,55.95,47,201,3883
2250,Santa Anne Company model 3,311.33,14,198,1840
2251,Genesis model 2,67.75,30,115,2332
2252,Bubble Face model 4,5521.53,15,344,3186
2253,Nike model 3,610.88,22,211,3906
2254,Marty Hogan model 3,526.26,174,18,2462
2255,Z-Ball model 3,869.17,116,145,3716
2256,Roll Out model 4,0149.62,78,292,2354
2257,Roll Out model 2,26.17,67,374,1376
2258,Johnson model 2,73.28,28,234,681
2259,Head model 3,524.76,149,336,2052
2260,Wilson model 1,2.65,75,13,2065
2261,CourtPlay model 1,9.06,84,242,2648
2262,Gosen model 1,2.35,111,132,62
2263,Nelson model 3,0.00,0,0,3006
2264,Skip Shot model 4,8316.09,158,208,479
2265,Swain model 4,1284.19,10,11,2462
2266,Roll Out model 4,4885.97,173,235,879
2267,Ellis model 4,6838.91,91,15,1935
2268,Spalding model 3,063.46,182,209,305
2269,Gemini model 4,2708.33,58,136,2612
2270,Ektelon model 4,7014.86,178,278,1143
2271,Swain model 4,3343.96,10,123,127
2272,Swain model 1,6.53,17,20,588
2273,Swain model 3,098.10,72,340,3031
2274,Bubble Face model 3,522.97,24,165,2739
2275,Skip Shot model 4,8508.39,158,56,3004
2276,Pro Kennex model 3,972.79,76,88,802
2277,Roll Out model 2,59.83,173,250,747
2278,Roll Out model 1,8.02,162,383,1623
2279,Nike model 2,28.42,103,20,3849
2280,Roll Out model 3,398.61,3,252,1684
2281,Roll Out model 2,88.61,162,368,2764
2282,Beefcake model 4,0632.04,48,325,3098
2283,Wilson model 4,4338.31,163,286,3567
2284,CourtPlay model 4,5923.05,169,48,3762
2285,Swain model 3,647.35,154,171,847
2286,Gosen model 1,0.05,21,397,712
2287,Nelson model 4,2714.04,148,85,3453
2288,Pro Kennex model 3,848.30,196,57,563
2289,First USA model 2,84.95,153,284,3540
2290,Johnson model 1,1.22,115,121,2871
2291,Spalding model 4,1390.94,8,325,1758
2292,Spalding model 4,8966.67,8,325,3645
2293,Nelson model 2,0.00,0,0,2579
2294,Nike model 2,35.31,103,335,468
2295,E-Force model 2,58.80,177,276,2975
2296,Beefcake model 4,6132.42,38,285,1585
2297,Z-Ball model 3,531.19,130,159,1677
2298,Z-Ball model 3,684.29,29,74,2956
2299,Z-Ball model 1,5.96,145,53,1639
2300,Gemini model 4,2091.07,55,142,152
2301,Wilson model 3,915.86,155,134,2242
2302,Swain model 4,8338.50,10,174,2242
2303,Gosen model 3,441.44,111,221,1816
2304,Wilson model 4,0433.54,51,361,3335
2305,Wilson model 2,96.65,92,14,480
2306,Ektelon model 2,0.00,0,0,3591
2307,Roll Out model 1,9.04,128,24,808
2308,First USA model 3,974.80,168,77,1110
2309,Wilson model 2,74.00,195,397,3366
2310,First USA model 2,63.33,101,166,3540
2311,Ellis model 3,818.90,91,296,1300
2312,Johnson model 1,7.93,200,345,2676
2313,Z-Ball model 1,9.86,57,83,3357
2314,Genesis model 1,9.37,147,274,3730
2315,Marty Hogan model 1,0.00,0,0,3839
2316,Reebok model 1,0.72,134,232,1869
2317,Nike model 3,053.63,190,207,1071
2318,Roll Out model 1,1.46,63,18,1486
2319,Santa Anne Company model 3,756.06,6,66,454
2320,Swain model 4,4724.74,189,42,1323
2321,Ellis model 2,88.44,80,156,3054
2322,Ellis model 1,5.05,94,293,1609
2323,Nike model 3,638.98,22,163,2721
2324,Johnson model 2,85.54,115,328,2183
2325,Nelson model 2,0.00,0,0,2579
2326,Skip Shot model 1,8.69,110,183,442
2327,Wilson model 1,3.89,7,371,228
2328,CourtPlay model 1,5.60,20,57,2453
2329,Genesis model 4,6289.86,147,329,2001
2330,Bubble Face model 1,4.00,139,85,2076
2331,Head model 4,1527.63,33,77,3287
2332,First USA model 2,0.00,0,0,1196
2333,Pro Kennex model 1,5.28,46,339,2675
2334,Swain model 2,0.00,0,0,3403
2335,Nike model 1,3.72,34,84,2583
2336,Wilson model 4,3041.29,194,23,3822
2337,Ektelon model 1,5.41,88,7,713
2338,Ektelon model 1,3.53,88,124,454
2339,Roll Out model 3,970.34,63,18,2346
2340,Skip Shot model 3,575.12,110,340,2655
2341,Pinch model 2,52.20,12,197,2266
2342,Head model 4,5217.19,197,387,3000
2343,Ellis model 3,074.83,80,156,860
2344,First USA model 1,8.21,153,288,3762
2345,Bubble Face model 4,8650.67,139,152,2679
2346,Swain model 2,29.49,170,288,1716
2347,Pinch model 4,8259.73,179,68,2830
2348,CourtPlay model 4,8138.44,18,42,400
2349,CourtPlay model 3,649.79,47,97,272
2350,Skip Shot model 1,9.54,9,310,678
2351,First USA model 1,4.03,87,147,2301
2352,Nelson model 3,119.27,137,47,3637
2353,Z-Ball model 3,540.88,57,30,503
2354,Wilson model 1,2.54,195,397,2956
2355,Beefcake model 3,468.65,56,64,2889
2356,Z-Ball model 3,688.90,157,327,508
2357,CourtPlay model 3,960.90,84,394,1404
2358,Santa Anne Company model 1,6.80,161,146,1805
2359,First USA model 2,39.96,101,19,1361
2360,Beefcake model 1,3.43,48,341,2468
2361,Gosen model 3,893.93,123,80,836
2362,Nike model 4,1602.11,190,222,2785
2363,Z-Ball model 3,915.66,40,270,547
2364,Bubble Face model 2,06.30,49,78,908
2365,Roll Out model 4,3861.18,162,362,640
2366,Pro Kennex model 3,735.96,36,73,2840
2367,Santa Anne Company model 3,629.85,119,250,2775
2368,Beefcake model 3,0.00,0,0,3672
2369,Bubble Face model 2,56.15,54,136,2264
2370,Santa Anne Company model 3,735.55,132,210,685
2371,Roll Out model 1,4.21,114,4,538
2372,Beefcake model 2,94.84,38,154,2546
2373,E-Force model 1,4.93,165,277,3299
2374,Reebok model 4,4746.57,192,276,2894
2375,Reebok model 1,8.67,4,77,3531
2376,E-Force model 3,737.26,35,254,1484
2377,Santa Anne Company model 1,0.85,119,350,1108
2378,Gosen model 3,306.09,123,18,1871
2379,Ellis model 1,5.24,94,102,705
2380,Z-Ball model 3,399.69,26,55,555
2381,Z-Ball model 1,0.30,29,335,2477
2382,Pinch model 2,55.17,121,93,645
2383,Gosen model 3,437.38,167,293,2427
2384,Swain model 4,9903.91,10,321,1189
2385,First USA model 3,908.50,172,48,3214
2386,Gosen model 2,45.89,123,105,1268
2387,Head model 4,1298.29,197,268,3448
2388,Swain model 1,0.75,154,194,1703
2389,Swain model 4,2629.54,72,84,2495
2390,Genesis model 3,061.32,30,134,2253
2391,CourtPlay model 4,0475.62,169,82,3573
2392,Nelson model 2,0.00,0,0,3006
2393,E-Force model 1,2.09,177,261,610
2394,CourtPlay model 3,920.87,39,82,436
2395,Reebok model 4,1392.89,192,115,954
2396,Santa Anne Company model 3,159.40,132,191,62
2397,Genesis model 4,8888.49,183,252,3733
2398,Wilson model 1,5.09,51,289,2133
2399,Swain model 1,5.31,154,75,1975
2400,Swain model 4,3601.40,17,138,3661
2401,Pinch model 3,581.74,12,346,2306
2402,Reebok model 4,4321.21,4,181,997
2403,Pinch model 4,9499.24,179,90,1974
2404,Pinch model 3,630.68,44,186,1941
2405,Ellis model 3,046.72,80,303,3051
2406,Head model 3,995.52,122,102,45
2407,Wilson model 3,0.00,0,0,672
2408,Nelson model 4,1118.10,137,231,215
2409,Johnson model 2,43.74,19,167,3315
2410,Marty Hogan model 3,747.12,11,335,337
2411,Beefcake model 3,879.75,48,206,1743
2412,Beefcake model 3,844.23,38,20,3295
2413,Ellis model 1,0.00,0,0,3376
2414,Santa Anne Company model 3,123.40,90,127,3859
2415,Head model 3,0.00,0,0,2292
2416,Swain model 4,0.00,0,0,1524
2417,Roll Out model 1,9.99,128,291,2166
2418,Wilson model 1,9.53,92,365,3660
2419,Ellis model 3,585.78,188,211,2399
2420,Skip Shot model 3,149.98,9,244,2567
2421,Bubble Face model 4,1614.50,139,188,2346
2422,Pro Kennex model 2,63.33,196,3,314
2423,Wilson model 1,7.69,98,254,2133
2424,Spalding model 1,6.45,150,299,564
2425,Nike model 3,226.07,190,340,3758
2426,Gosen model 4,7545.54,106,30,649
2427,Santa Anne Company model 3,836.41,132,299,3357
2428,Pro Kennex model 3,137.57,109,172,3809
2429,Z-Ball model 1,7.13,130,277,1875
2430,Nike model 1,4.60,22,313,1192
2431,Marty Hogan model 1,6.19,11,217,2978
2432,Spalding model 4,7043.26,182,156,2256
2433,Spalding model 3,431.71,61,20,357
2434,Marty Hogan model 4,4309.91,11,307,2879
2435,Nike model 2,82.76,103,118,1299
2436,Spalding model 3,440.27,107,356,442
2437,CourtPlay model 2,72.96,169,386,1558
2438,Ellis model 2,26.12,42,48,1801
2439,Head model 1,8.66,33,98,682
2440,Santa Anne Company model 4,3912.59,125,159,2072
2441,Genesis model 2,75.05,30,8,2246
2442,CourtPlay model 1,7.77,47,148,2922
2443,Nelson model 4,8629.17,77,77,3286
2444,Bubble Face model 2,79.12,49,27,1108
2445,Marty Hogan model 4,4316.56,73,268,167
2446,CourtPlay model 2,49.59,39,350,1594
2447,Genesis model 4,4229.00,147,331,3176
2448,First USA model 1,0.74,120,390,1449
2449,Pinch model 3,052.62,12,48,2049
2450,Genesis model 1,8.37,183,278,2320
2451,Z-Ball model 2,0.00,0,0,1554
2452,Nike model 1,5.13,190,238,804
2453,Nelson model 4,7642.40,148,73,2439
2454,Wilson model 2,70.67,92,397,2824
2455,Beefcake model 4,2741.44,48,119,25
2456,Santa Anne Company model 3,401.22,6,46,1017
2457,Pinch model 2,06.28,117,380,2735
2458,Marty Hogan model 1,9.03,11,274,1228
2459,Pinch model 1,3.83,12,194,3608
2460,Z-Ball model 4,9516.33,116,151,1149
2461,Wilson model 2,59.88,195,190,495
2462,Gosen model 2,64.72,111,132,3476
2463,Spalding model 1,0.68,107,155,2558
2464,Pro Kennex model 4,6319.37,109,165,3866
2465,First USA model 3,487.78,138,22,3781
2466,Reebok model 1,3.16,68,19,2521
2467,Wilson model 3,720.25,98,178,3653
2468,Wilson model 1,0.00,0,0,672
2469,Genesis model 3,094.24,30,200,3327
2470,E-Force model 1,1.26,81,291,2482
2471,Gosen model 4,3290.39,135,347,2742
2472,Bubble Face model 4,1442.81,15,372,233
2473,Ellis model 2,53.62,104,392,1871
2474,Z-Ball model 4,1337.87,29,349,3933
2475,Head model 1,7.54,146,164,2548
2476,Genesis model 1,3.96,147,157,2822
2477,Bubble Face model 2,12.63,166,313,3306
2478,Ellis model 1,5.19,94,293,3831
2479,Reebok model 4,2853.08,68,338,3223
2480,Nike model 2,66.87,34,157,1903
2481,Skip Shot model 1,9.33,110,340,2138
2482,CourtPlay model 3,913.57,169,65,1481
2483,Ektelon model 4,9834.27,102,181,1082
2484,Bubble Face model 4,1388.60,97,157,2798
2485,Roll Out model 3,627.25,67,174,3080
2486,Z-Ball model 4,0.00,0,0,1543
2487,Spalding model 3,786.29,113,241,1013
2488,Ellis model 1,6.37,25,51,1012
2489,Z-Ball model 1,0.23,40,71,3511
2490,Spalding model 4,9185.16,184,147,1254
2491,Z-Ball model 1,9.16,126,113,2758
2492,Ellis model 1,2.77,188,231,1320
2493,Genesis model 3,216.96,147,397,1470
2494,Reebok model 3,447.46,181,157,1729
2495,First USA model 3,495.49,120,182,433
2496,Ektelon model 4,6914.11,102,195,3766
2497,Genesis model 2,46.24,175,38,3285
2498,Genesis model 2,16.60,183,281,426
2499,Reebok model 3,998.63,118,364,2986
2500,Beefcake model 4,7316.51,151,68,2223
2501,Pinch model 4,4329.12,179,339,3712
2502,Wilson model 1,0.00,0,0,1575
2503,Reebok model 1,6.26,118,76,3104
2504,Ellis model 3,834.18,37,288,3164
2505,Reebok model 4,1171.86,118,193,1974
2506,Nike model 3,967.73,23,206,2046
2507,Reebok model 1,3.77,192,263,3406
2508,Wilson model 3,688.55,163,13,802
2509,E-Force model 3,331.75,35,237,2230
2510,Nelson model 4,5631.56,71,65,479
2511,Nelson model 2,13.94,137,379,2236
2512,Ellis model 2,10.31,25,8,1364
2513,Marty Hogan model 3,090.90,174,293,2537
2514,Pinch model 4,9781.49,12,271,222
2515,Head model 4,2669.62,149,274,3640
2516,E-Force model 2,37.34,180,194,1165
2517,Skip Shot model 3,382.69,156,137,1339
2518,Spalding model 4,8901.79,1,104,1817
2519,Pinch model 3,572.24,44,396,612
2520,Ektelon model 2,79.75,112,255,1208
2521,Ellis model 3,447.92,25,8,419
2522,Head model 1,0.17,122,78,1372
2523,Z-Ball model 4,6114.12,130,283,1288
2524,Nelson model 1,9.42,136,152,2603
2525,Beefcake model 2,37.64,45,372,570
2526,Skip Shot model 4,1681.69,156,348,631
2527,Marty Hogan model 3,835.58,13,54,781
2528,First USA model 4,0.00,0,0,1196
2529,Nelson model 3,008.10,77,174,2608
2530,Roll Out model 1,2.58,67,152,1124
2531,Gemini model 2,96.07,55,126,2392
2532,CourtPlay model 1,6.44,20,113,234
2533,Z-Ball model 4,4660.75,130,68,530
2534,Z-Ball model 3,164.54,126,2,2505
2535,Nelson model 1,8.69,171,103,3977
2536,Santa Anne Company model 3,883.82,119,141,1915
2537,Gemini model 1,0.00,0,0,731
2538,Ektelon model 2,40.72,178,236,1676
2539,CourtPlay model 1,2.01,39,239,2414
2540,Ektelon model 1,9.60,178,96,887
2541,Roll Out model 2,78.67,162,236,2715
2542,Z-Ball model 3,896.70,29,349,2347
2543,Ektelon model 1,3.24,178,188,1651
2544,Ellis model 3,879.77,25,99,279
2545,Ellis model 1,2.54,74,316,1257
2546,Pinch model 4,0370.83,117,172,1135
2547,Santa Anne Company model 4,1277.08,14,196,3793
2548,Beefcake model 1,1.34,187,269,769
2549,First USA model 3,462.61,87,22,2138
